EID,FORTARGET,PROB
205169,0,0.3742
205178,0,0.3603
205203,0,0.4188
205364,0,0.3461
205704,0,0.3396
205733,0,0.3847
205801,0,0.363
205963,0,0.3762
205974,0,0.3614
206165,0,0.3606
206387,0,0.4133
206741,0,0.3801
206807,0,0.3973
206848,0,0.3743
206962,0,0.3664
206983,0,0.4192
207051,0,0.356
207274,0,0.3457
207623,0,0.4135
207688,0,0.3749
207727,0,0.3755
207858,0,0.3673
207945,0,0.3445
207962,0,0.3853
208030,0,0.3646
208129,0,0.3476
208484,0,0.3824
208828,0,0.3544
208900,0,0.3605
209048,0,0.3832
209106,0,0.3618
209359,0,0.3576
209484,0,0.3695
209560,0,0.3486
209701,0,0.3584
209739,0,0.39
210083,0,0.416
210098,0,0.3691
210334,0,0.3475
210477,0,0.41
210479,0,0.3812
210795,0,0.3662
211009,0,0.3742
211117,0,0.368
211142,0,0.3686
211225,0,0.3923
211407,0,0.369
211758,0,0.3697
211869,0,0.3828
212052,0,0.4024
212157,0,0.3839
212201,0,0.3389
212752,0,0.3699
212845,0,0.3417
212903,0,0.3628
212977,0,0.3793
213108,0,0.3778
213244,0,0.4114
213581,0,0.3904
213795,0,0.3824
213942,0,0.3904
214147,0,0.3681
214245,0,0.3676
214270,0,0.419
214889,0,0.3785
215014,0,0.3592
215107,0,0.3719
215166,0,0.3809
215533,0,0.3997
215564,0,0.3624
215590,0,0.3778
215911,0,0.4072
215951,0,0.3641
216127,0,0.3784
216275,0,0.3688
216344,0,0.3451
216385,0,0.418
216402,0,0.3968
216429,0,0.3719
216510,0,0.3942
216703,0,0.4091
216912,0,0.3528
217341,0,0.3478
217475,0,0.4143
217675,0,0.3756
217694,0,0.3798
217721,0,0.3665
218385,0,0.3742
218710,0,0.3688
218713,0,0.3969
219010,0,0.3611
219043,0,0.3898
219438,0,0.3602
219641,0,0.3824
219792,0,0.3671
219898,0,0.3572
219924,0,0.393
220105,0,0.4029
220140,0,0.337
220146,0,0.405
220366,0,0.361
220380,0,0.3756
220508,0,0.4171
220651,0,0.3791
221028,0,0.364
221438,0,0.39
221458,0,0.3604
221926,0,0.3675
222215,0,0.3585
222520,0,0.3482
222577,0,0.3749
222644,0,0.4137
222728,0,0.3731
222755,0,0.3666
222875,0,0.3619
223075,0,0.3668
223466,0,0.3552
223725,0,0.3695
223765,0,0.382
223968,0,0.3678
224292,0,0.3502
224417,0,0.3663
224508,0,0.388
224697,0,0.4192
224962,0,0.3663
225049,0,0.3653
225063,0,0.4104
225097,0,0.4042
225551,0,0.4107
225901,0,0.3556
226085,0,0.3662
226267,0,0.3594
226532,0,0.3542
226689,0,0.405
226698,0,0.3666
226703,0,0.3473
226772,0,0.3611
226840,0,0.3658
226851,0,0.363
226905,0,0.3529
227013,0,0.3752
227035,0,0.3842
227126,0,0.339
227212,0,0.3614
227218,0,0.3455
227240,0,0.3824
227436,0,0.3729
227706,0,0.4318
228253,0,0.3741
228274,0,0.3661
228356,0,0.3678
228422,0,0.3691
228501,0,0.3335
228570,0,0.3321
228680,0,0.3639
229289,0,0.3619
229299,0,0.383
229371,0,0.3717
229389,0,0.371
229646,0,0.3643
229971,0,0.3675
230184,0,0.3742
230278,0,0.3781
230318,0,0.3787
230496,0,0.3562
230606,0,0.3566
230616,0,0.4099
230669,0,0.3853
230742,0,0.3666
230810,0,0.372
231688,0,0.3747
231857,0,0.3693
232326,0,0.4018
232681,0,0.357
232708,0,0.357
232924,0,0.3493
233084,0,0.4156
233248,0,0.3574
233449,0,0.3537
233542,0,0.3697
233747,0,0.3354
233820,0,0.3448
234020,0,0.3604
234159,0,0.3813
234193,0,0.3718
234314,0,0.4273
234345,0,0.3836
234379,0,0.3765
234475,0,0.4099
234650,0,0.3733
234778,0,0.3686
234833,0,0.4099
234839,0,0.3565
234896,0,0.383
234897,0,0.371
234905,0,0.357
235155,0,0.3572
235236,0,0.3397
235244,0,0.3734
235324,0,0.3554
235726,0,0.37
235757,0,0.3343
235862,0,0.393
236004,0,0.368
236168,0,0.3695
236191,0,0.3632
236194,0,0.342
236416,0,0.3671
236452,0,0.3657
236560,0,0.3773
236708,0,0.3942
237084,0,0.3742
237255,0,0.3451
237353,0,0.3707
237540,0,0.429
237834,0,0.4029
238116,0,0.3413
238317,0,0.4158
238465,0,0.3571
238664,0,0.3669
239118,0,0.3986
239140,0,0.3824
239220,0,0.3745
239276,0,0.4292
239495,0,0.3831
239750,0,0.3984
239810,0,0.4335
240027,0,0.3617
240147,0,0.4171
240269,0,0.3671
240384,0,0.3939
240429,0,0.3842
240782,0,0.348
240955,0,0.3737
241202,0,0.3724
241328,0,0.3694
241391,0,0.3459
241452,0,0.3658
241876,0,0.3632
241878,0,0.3641
241907,0,0.3364
242268,0,0.3791
242437,0,0.3678
242462,0,0.3575
242652,0,0.4153
242776,0,0.3631
243239,0,0.3568
243473,0,0.3634
243523,0,0.4289
243819,0,0.3382
243826,0,0.3742
244371,0,0.3646
244441,0,0.364
244688,0,0.4192
244854,0,0.3695
244914,0,0.4689
245039,0,0.3636
245129,0,0.3939
245186,0,0.3593
245242,0,0.3824
245362,0,0.3658
245432,0,0.3519
245479,0,0.3738
245619,0,0.3694
245774,0,0.3654
245980,0,0.3685
246143,0,0.3936
246227,0,0.4022
246414,0,0.4033
246468,0,0.3695
246965,0,0.4153
247133,0,0.3771
247201,0,0.4021
247368,0,0.4049
247413,0,0.3982
247688,0,0.389
247733,0,0.3526
247741,0,0.3466
247857,0,0.3991
248009,0,0.3602
248166,0,0.3857
248296,0,0.3875
248300,0,0.3399
248599,0,0.3543
249235,0,0.3723
249270,0,0.3709
249296,0,0.3437
249650,0,0.3689
249832,0,0.3742
250146,0,0.3632
250511,0,0.3673
250867,0,0.3421
250913,0,0.374
250997,0,0.3692
251011,0,0.4689
251017,0,0.3593
251179,0,0.3557
251255,0,0.4094
251399,0,0.4018
251501,0,0.3665
251511,0,0.3474
251986,0,0.4022
252001,0,0.372
252055,0,0.3696
252588,0,0.3481
252627,0,0.39
252923,0,0.3659
252930,0,0.4159
253429,0,0.3694
253487,0,0.416
253573,0,0.3646
253644,0,0.3452
253823,0,0.3621
253836,0,0.3745
254916,0,0.3376
255230,0,0.354
255266,0,0.3824
255276,0,0.3798
255437,0,0.4033
255974,0,0.3845
256092,0,0.3787
256192,0,0.3747
256292,0,0.3852
256348,0,0.3695
256434,0,0.3604
256525,0,0.3971
256991,0,0.3749
257098,0,0.36
257140,0,0.3751
257186,0,0.3716
257244,0,0.3686
257500,0,0.3601
258124,0,0.3803
258186,0,0.4689
258240,0,0.4158
258357,0,0.3654
258699,0,0.4123
258721,0,0.335
258922,0,0.3709
258962,0,0.3679
259076,0,0.3665
259264,0,0.4136
259437,0,0.4013
259501,0,0.4022
259522,0,0.4022
259609,0,0.3639
259730,0,0.3694
260356,0,0.4126
260365,0,0.3939
260421,0,0.3696
260501,0,0.3695
260756,0,0.3787
260921,0,0.3725
261052,0,0.4022
261262,0,0.4133
261357,0,0.3786
261431,0,0.3725
261459,0,0.4346
261540,0,0.3632
261571,0,0.4104
261626,0,0.429
261858,0,0.4135
262391,0,0.3831
262588,0,0.3943
262604,0,0.3693
262692,0,0.4143
262758,0,0.4652
262844,0,0.4022
263360,0,0.4033
263670,0,0.3673
263679,0,0.3646
263680,0,0.3622
263720,0,0.4075
263914,0,0.4091
263940,0,0.3678
264032,0,0.373
264213,0,0.4192
264517,0,0.3494
264658,0,0.3633
264850,0,0.3671
264983,0,0.3549
265111,0,0.3411
265188,0,0.405
265223,0,0.3931
265378,0,0.3775
265381,0,0.4273
265524,0,0.3673
265976,0,0.3646
266009,0,0.372
266132,0,0.346
266156,0,0.3833
266176,0,0.3693
266257,0,0.3605
266533,0,0.3553
267068,0,0.3622
267350,0,0.3628
267892,0,0.3714
267900,0,0.4064
268082,0,0.3467
268123,0,0.4043
268325,0,0.3486
268553,0,0.4146
268711,0,0.4022
268874,0,0.3673
269109,0,0.3954
269575,0,0.3831
269799,0,0.3725
269818,0,0.3741
269856,0,0.3705
269867,0,0.3721
269983,0,0.3791
270039,0,0.3738
270071,0,0.3778
270479,0,0.3824
270572,0,0.405
270614,0,0.3762
270654,0,0.3824
270690,0,0.3679
270854,0,0.364
271014,0,0.3725
271092,0,0.4056
271134,0,0.3585
271269,0,0.357
271390,0,0.3554
271542,0,0.3851
271576,0,0.3456
271617,0,0.4023
272033,0,0.3786
272117,0,0.3632
272164,0,0.3824
272337,0,0.3598
272539,0,0.3771
272700,0,0.35
272743,0,0.402
273021,0,0.3491
273619,0,0.383
273700,0,0.4143
273704,0,0.3678
273725,0,0.3742
273752,0,0.4091
273941,0,0.3472
274000,0,0.363
274388,0,0.418
274476,0,0.36
274484,0,0.3827
274543,0,0.3772
274940,0,0.3951
275136,0,0.4689
275425,0,0.3453
275428,0,0.3382
276019,0,0.3695
276070,0,0.4171
276166,0,0.406
276228,0,0.3749
276229,0,0.4033
276373,0,0.4315
276621,0,0.3695
276639,0,0.3689
276879,0,0.4018
276910,0,0.3824
277091,0,0.3388
277404,0,0.3749
277492,0,0.3621
277528,0,0.3778
277603,0,0.3605
277974,0,0.4114
278614,0,0.3424
278677,0,0.3841
278885,0,0.3824
278894,0,0.3833
279444,0,0.3939
279476,0,0.4042
279601,0,0.3742
279669,0,0.3927
279815,0,0.3695
279958,0,0.3676
280134,0,0.3599
280244,0,0.3764
280268,0,0.3569
280629,0,0.4029
280712,0,0.3673
281060,0,0.367
281361,0,0.4171
281482,0,0.4075
281941,0,0.4029
282058,0,0.3663
282578,0,0.3747
282712,0,0.4072
282739,0,0.3422
282791,0,0.3972
282843,0,0.3534
283005,0,0.405
283038,0,0.3351
283060,0,0.3523
283103,0,0.3495
283125,0,0.3371
283230,0,0.3468
283315,0,0.3884
283322,0,0.3824
283330,0,0.3756
283599,0,0.3468
283731,0,0.3693
283907,0,0.3538
283995,0,0.3807
284112,0,0.4652
284206,0,0.3478
284298,0,0.3742
284434,0,0.3454
284499,0,0.3842
284552,0,0.3778
284585,0,0.4004
284906,0,0.39
285165,0,0.3949
285258,0,0.3842
285423,0,0.3673
285498,0,0.3736
285590,0,0.3698
285665,0,0.3892
286290,0,0.3884
286437,0,0.3617
286574,0,0.371
286583,0,0.4063
286664,0,0.4064
286789,0,0.3697
286828,0,0.3478
287939,0,0.3648
287971,0,0.4452
288239,0,0.3605
288685,0,0.3856
289091,0,0.3693
289115,0,0.3832
289409,0,0.3617
289634,0,0.3756
289803,0,0.3716
290062,0,0.383
290390,0,0.382
290600,0,0.3612
290625,0,0.39
290711,0,0.3733
291111,0,0.3733
291138,0,0.3706
291143,0,0.398
291244,0,0.4065
291287,0,0.3517
291641,0,0.3706
291695,0,0.3677
292151,0,0.3639
292485,0,0.3704
292835,0,0.3742
292953,0,0.3626
292978,0,0.3737
293482,0,0.3695
293784,0,0.4133
294377,0,0.3661
294461,0,0.3392
294722,0,0.3837
295102,0,0.3723
295644,0,0.4171
295833,0,0.3687
295937,0,0.4099
296285,0,0.3697
296888,0,0.3702
296896,0,0.4042
297408,0,0.3485
297563,0,0.3917
298142,0,0.4144
298585,0,0.3647
298725,0,0.3657
298807,0,0.4033
300059,0,0.3824
300343,0,0.371
300455,0,0.3475
300854,0,0.3632
301024,0,0.3793
301063,0,0.4022
301603,0,0.3611
301931,0,0.3675
301969,0,0.3828
302075,0,0.3698
302248,0,0.4064
302505,0,0.3875
302793,0,0.3696
303034,0,0.4322
303049,0,0.3507
303073,0,0.3575
303391,0,0.3484
303491,0,0.396
303624,0,0.3745
303705,0,0.363
303799,0,0.398
304094,0,0.3421
304465,0,0.3678
304470,0,0.3482
304608,0,0.3585
304823,0,0.3824
305269,0,0.364
305416,0,0.4003
305683,0,0.3787
305765,0,0.3778
305769,0,0.4028
305920,0,0.3686
305930,0,0.3541
305976,0,0.3687
306297,0,0.3678
306461,0,0.3693
306542,0,0.3725
306610,0,0.3819
306666,0,0.375
306868,0,0.3624
306870,0,0.3696
306888,0,0.4064
306984,0,0.3473
307191,0,0.3628
307248,0,0.3698
307267,0,0.3693
307375,0,0.3473
307664,0,0.3425
307667,0,0.3984
307711,0,0.3724
307772,0,0.3742
308551,0,0.355
308659,0,0.4192
308714,0,0.3741
309065,0,0.3854
309321,0,0.3696
310137,0,0.3729
310244,0,0.3729
310388,0,0.3749
310953,0,0.362
311036,0,0.3803
311352,0,0.3873
311446,0,0.3742
311478,0,0.393
311584,0,0.3401
311760,0,0.3972
312241,0,0.3749
312317,0,0.3709
312329,0,0.3904
312373,0,0.4322
312540,0,0.3741
312616,0,0.429
312645,0,0.3486
312836,0,0.3703
313161,0,0.3678
313256,0,0.3671
313342,0,0.3631
313745,0,0.3695
314030,0,0.4652
314143,0,0.3438
314177,0,0.3678
314306,0,0.3632
314324,0,0.3686
314973,0,0.3782
315075,0,0.376
315153,0,0.3667
315331,0,0.3673
315497,0,0.4046
316024,0,0.3624
316070,0,0.4273
316252,0,0.3701
316515,0,0.3691
316628,0,0.3693
316668,0,0.3417
316809,0,0.3577
316825,0,0.3639
316922,0,0.3785
316950,0,0.367
317132,0,0.3946
317181,0,0.3466
317300,0,0.4022
317397,0,0.3799
317411,0,0.3414
317521,0,0.4346
317919,0,0.3757
318265,0,0.3385
318426,0,0.3632
318471,0,0.3673
318534,0,0.39
319086,0,0.4022
319419,0,0.3432
319703,0,0.363
319759,0,0.3791
319783,0,0.371
320023,0,0.3743
320247,0,0.3717
320380,0,0.4218
320739,0,0.3759
320777,0,0.367
321445,0,0.363
321593,0,0.3709
321816,0,0.3691
321878,0,0.3806
322031,0,0.3592
322275,0,0.376
322551,0,0.3725
322774,0,0.4162
322820,0,0.364
323732,0,0.36
323894,0,0.3678
324072,0,0.3695
324310,0,0.3727
324401,0,0.3702
324910,0,0.4064
325381,0,0.3613
325461,0,0.36
325485,0,0.3516
325540,0,0.3724
325640,0,0.3635
325737,0,0.3414
325817,0,0.3705
325990,0,0.405
326043,0,0.383
326814,0,0.3455
326831,0,0.3403
326877,0,0.3695
326929,0,0.3697
326945,0,0.4018
327104,0,0.3963
327147,0,0.3749
327153,0,0.3823
327180,0,0.3444
327204,0,0.4188
327402,0,0.4042
327510,0,0.3957
327604,0,0.3604
327622,0,0.4132
327653,0,0.429
327743,0,0.3695
327765,0,0.3824
328080,0,0.3743
328094,0,0.4222
328175,0,0.3613
328241,0,0.3606
328251,0,0.4064
328309,0,0.3659
328406,0,0.3679
328445,0,0.3694
328464,0,0.3629
328569,0,0.3694
328742,0,0.3755
328961,0,0.3611
329002,0,0.3751
329041,0,0.3726
329187,0,0.3659
329224,0,0.3463
329234,0,0.3715
329250,0,0.3596
329356,0,0.3426
329552,0,0.382
329599,0,0.3693
329844,0,0.3746
329895,0,0.3993
330268,0,0.3971
330359,0,0.3695
330583,0,0.3396
330716,0,0.3773
330989,0,0.3694
331611,0,0.3677
331923,0,0.3702
331992,0,0.3478
332177,0,0.3831
332331,0,0.3691
332352,0,0.3698
332419,0,0.3935
332431,0,0.3791
332455,0,0.4064
332540,0,0.3372
332620,0,0.3853
332973,0,0.4516
333136,0,0.3821
333629,0,0.4273
333670,0,0.3749
333674,0,0.4042
334220,0,0.3824
334390,0,0.362
334581,0,0.3639
334779,0,0.3404
336013,0,0.3695
336060,0,0.3695
336522,0,0.4146
336877,0,0.3341
337124,0,0.4061
337184,0,0.357
337340,0,0.3547
337419,0,0.3637
337515,0,0.3737
337519,0,0.3695
337526,0,0.3695
337832,0,0.4318
337908,0,0.3662
338038,0,0.3688
338126,0,0.4012
338136,0,0.3537
338288,0,0.3951
338378,0,0.429
338721,0,0.3736
338909,0,0.4033
339535,0,0.3695
339630,0,0.4276
340092,0,0.4099
340108,0,0.3442
340254,0,0.3824
340266,0,0.3749
340435,0,0.3824
340637,0,0.3621
340794,0,0.3682
341251,0,0.3444
341471,0,0.3448
341620,0,0.4133
341996,0,0.3968
342433,0,0.3438
342445,0,0.368
342566,0,0.3737
342733,0,0.3539
342768,0,0.4522
342886,0,0.3745
343134,0,0.3675
343153,0,0.4089
343308,0,0.3747
343742,0,0.4064
343817,0,0.3539
344023,0,0.3676
344438,0,0.401
344484,0,0.3715
344640,0,0.3666
344651,0,0.4018
344722,0,0.3593
345126,0,0.3742
345220,0,0.3874
345700,0,0.3677
345908,0,0.332
345975,0,0.3749
346415,0,0.346
346645,0,0.3768
346782,0,0.3611
346799,0,0.3621
346837,0,0.3705
346847,0,0.4273
347045,0,0.3464
347175,0,0.3939
347203,0,0.3742
347210,0,0.4192
347311,0,0.4063
347376,0,0.3555
347487,0,0.383
347746,0,0.3759
347962,0,0.3792
348047,0,0.4143
348128,0,0.3641
348297,0,0.4265
348406,0,0.4026
348611,0,0.4018
348765,0,0.3824
348827,0,0.3627
348886,0,0.3784
348918,0,0.36
349300,0,0.364
349571,0,0.3686
349619,0,0.3593
349935,0,0.3485
350067,0,0.3836
350137,0,0.3796
350205,0,0.3824
350521,0,0.3833
350539,0,0.3856
350567,0,0.3646
350625,0,0.4099
350656,0,0.3823
351023,0,0.362
351117,0,0.3791
351425,0,0.3623
351699,0,0.3743
351790,0,0.3651
351857,0,0.3695
352083,0,0.3954
352166,0,0.3645
352325,0,0.3593
352568,0,0.363
353896,0,0.3787
354048,0,0.418
354116,0,0.3553
354275,0,0.3904
354823,0,0.3496
354864,0,0.3646
354918,0,0.3676
354930,0,0.3449
355116,0,0.4075
355333,0,0.4049
355701,0,0.3632
355724,0,0.3842
355809,0,0.3779
356524,0,0.4192
356550,0,0.363
357216,0,0.3709
357357,0,0.3596
357358,0,0.4087
357439,0,0.3737
357444,0,0.4064
357609,0,0.3666
357727,0,0.3904
357772,0,0.4135
357779,0,0.3824
357979,0,0.3709
358639,0,0.3914
359126,0,0.4018
359133,0,0.3686
359231,0,0.3621
359259,0,0.3622
359501,0,0.3856
359510,0,0.3866
360418,0,0.412
360436,0,0.3565
360625,0,0.3836
360669,0,0.3425
360761,0,0.3753
361037,0,0.3671
361056,0,0.3666
361285,0,0.3742
361352,0,0.4652
361399,0,0.3742
361644,0,0.36
361819,0,0.3619
361900,0,0.3735
361979,0,0.3934
362007,0,0.3461
362105,0,0.3632
362364,0,0.344
362390,0,0.3342
362472,0,0.3852
362609,0,0.3754
362614,0,0.3534
362664,0,0.3605
362747,0,0.394
362766,0,0.3763
362918,0,0.367
362933,0,0.3879
363133,0,0.4049
363244,0,0.3833
363334,0,0.4133
363436,0,0.39
363446,0,0.3693
363579,0,0.3824
363656,0,0.3976
364538,0,0.4143
364817,0,0.3935
365149,0,0.3997
365157,0,0.361
365254,0,0.357
365463,0,0.3579
365733,0,0.3936
365984,0,0.3329
366106,0,0.3749
366229,0,0.3715
366399,0,0.3556
366463,0,0.3751
366984,0,0.3752
367042,0,0.3669
367233,0,0.3473
367281,0,0.4273
367480,0,0.3488
367576,0,0.3668
367653,0,0.3674
367812,0,0.3831
367845,0,0.3737
368016,0,0.357
368087,0,0.3675
368725,0,0.3695
368771,0,0.3442
368805,0,0.3378
368832,0,0.3703
368852,0,0.367
368876,0,0.4124
368955,0,0.3691
369055,0,0.3625
369077,0,0.3663
369184,0,0.3824
369237,0,0.405
369333,0,0.4033
369759,0,0.342
369978,0,0.4042
370143,0,0.4689
370243,0,0.429
370451,0,0.3363
370674,0,0.3696
370706,0,0.3586
370789,0,0.3625
371018,0,0.3891
371125,0,0.3784
371481,0,0.3735
371784,0,0.3606
372033,0,0.3695
372610,0,0.363
372633,0,0.3678
372737,0,0.3907
373375,0,0.3446
373735,0,0.3722
373766,0,0.4008
373919,0,0.3688
374373,0,0.425
374440,0,0.3791
374524,0,0.3675
374662,0,0.4018
374927,0,0.3984
375109,0,0.3798
375206,0,0.3611
375376,0,0.382
375454,0,0.3688
375494,0,0.3642
375623,0,0.3751
375636,0,0.3687
375689,0,0.361
375771,0,0.3951
375989,0,0.3424
376121,0,0.3678
376498,0,0.4273
376552,0,0.4008
376884,0,0.3695
376945,0,0.3603
377249,0,0.3707
377264,0,0.3631
377344,0,0.3678
377580,0,0.4143
377789,0,0.3446
377818,0,0.4017
377859,0,0.4011
377951,0,0.4104
378031,0,0.3655
378155,0,0.3515
378169,0,0.3697
378208,0,0.3873
378368,0,0.3854
378602,0,0.3511
378773,0,0.3973
379293,0,0.4262
379369,0,0.3632
379416,0,0.4018
379589,0,0.3791
379725,0,0.3936
379933,0,0.3676
380032,0,0.405
380057,0,0.37
380071,0,0.3485
380566,0,0.4171
380660,0,0.3763
380791,0,0.3698
381347,0,0.3386
381387,0,0.4099
381468,0,0.3719
381554,0,0.3377
382110,0,0.4273
382167,0,0.3612
382362,0,0.383
382569,0,0.3934
382935,0,0.3469
383300,0,0.3693
383350,0,0.3808
383351,0,0.3736
383486,0,0.3785
383522,0,0.35
383669,0,0.3648
383731,0,0.4068
383924,0,0.3665
384061,0,0.4089
384550,0,0.3716
384583,0,0.3824
384738,0,0.361
384839,0,0.4022
384985,0,0.4318
384996,0,0.3678
385147,0,0.4158
385912,0,0.4018
385941,0,0.3694
386403,0,0.3824
386458,0,0.366
386588,0,0.3713
386671,0,0.3459
386707,0,0.3414
386838,0,0.3786
387018,0,0.3972
387124,0,0.3742
387164,0,0.3803
387219,0,0.3686
387240,0,0.3827
387268,0,0.4056
387381,0,0.4143
387551,0,0.3488
388554,0,0.3544
388589,0,0.3628
388607,0,0.3453
388675,0,0.3926
388677,0,0.3793
388887,0,0.39
388980,0,0.382
389050,0,0.3742
389184,0,0.4346
389204,0,0.3936
389247,0,0.3824
389401,0,0.4322
389413,0,0.3732
389438,0,0.3992
389516,0,0.3695
390056,0,0.3661
390096,0,0.4188
390239,0,0.3703
390304,0,0.3686
390994,0,0.3678
391231,0,0.3734
391521,0,0.4045
391559,0,0.3638
391613,0,0.3483
391712,0,0.3824
391822,0,0.3756
392186,0,0.3478
392254,0,0.3484
392439,0,0.3747
392571,0,0.3803
393059,0,0.3408
393219,0,0.3391
393257,0,0.361
393286,0,0.3732
393355,0,0.3824
393562,0,0.4099
393595,0,0.4033
393678,0,0.3691
393685,0,0.368
393768,0,0.3568
393939,0,0.3721
394031,0,0.3618
394620,0,0.3761
394698,0,0.3709
394728,0,0.3347
395046,0,0.3396
395141,0,0.3695
395260,0,0.3632
395369,0,0.4322
395441,0,0.3682
395485,0,0.3575
395626,0,0.3847
395939,0,0.3539
396206,0,0.3665
396245,0,0.3722
396862,0,0.3798
397149,0,0.4018
397863,0,0.3742
398002,0,0.3584
398192,0,0.3856
398524,0,0.4689
398627,0,0.3675
398777,0,0.377
398846,0,0.3603
399063,0,0.3653
399250,0,0.4045
399437,0,0.3742
399820,0,0.3694
399970,0,0.4056
399986,0,0.3873
400126,0,0.3576
400304,0,0.4003
400436,0,0.3581
400500,0,0.3365
400675,0,0.3736
400771,0,0.3747
400909,0,0.4004
401401,0,0.3627
401426,0,0.4273
401776,0,0.4022
402422,0,0.3685
402533,0,0.3651
402732,0,0.3803
403050,0,0.3461
403056,0,0.3831
403110,0,0.3449
403421,0,0.385
403701,0,0.3841
404537,0,0.3465
404556,0,0.3767
404927,0,0.4113
405027,0,0.3942
405284,0,0.388
405286,0,0.3773
405405,0,0.3864
405508,0,0.3687
405601,0,0.3986
406030,0,0.4689
406407,0,0.4064
406668,0,0.4318
406714,0,0.3791
406974,0,0.388
407269,0,0.3649
407297,0,0.3721
407665,0,0.3712
407751,0,0.3695
408223,0,0.3833
408250,0,0.3824
408317,0,0.4056
408473,0,0.3901
408520,0,0.4056
408635,0,0.4204
408666,0,0.341
408794,0,0.4322
409058,0,0.4188
409059,0,0.3591
409070,0,0.3763
409255,0,0.3681
409622,0,0.4018
410223,0,0.3824
410667,0,0.4022
410717,0,0.3691
411037,0,0.3564
411187,0,0.352
411302,0,0.3935
411499,0,0.3689
411557,0,0.3335
411677,0,0.377
411799,0,0.3721
411812,0,0.3313
412083,0,0.3396
412126,0,0.3698
412459,0,0.3913
412552,0,0.3646
412847,0,0.3777
412882,0,0.412
412908,0,0.3813
413040,0,0.3722
413306,0,0.4064
413592,0,0.3824
413602,0,0.3873
413657,0,0.3697
413803,0,0.4192
413904,0,0.3463
414025,0,0.3558
415137,0,0.4018
415966,0,0.4045
416163,0,0.3452
416205,0,0.3747
416493,0,0.373
416537,0,0.382
416539,0,0.3455
416994,0,0.4026
417010,0,0.4042
417020,0,0.3886
417030,0,0.4018
417112,0,0.383
417129,0,0.3365
417203,0,0.3798
417302,0,0.3333
417662,0,0.3623
417944,0,0.3692
418035,0,0.3641
418505,0,0.3947
418608,0,0.3824
418912,0,0.3589
419025,0,0.3735
419066,0,0.4327
419358,0,0.3696
419408,0,0.3512
419440,0,0.3409
419777,0,0.3676
419811,0,0.4045
419826,0,0.3659
420117,0,0.3596
420272,0,0.4017
420617,0,0.406
420843,0,0.3691
420862,0,0.3378
421146,0,0.3819
421279,0,0.3566
421671,0,0.3719
421735,0,0.3451
422300,0,0.3699
422523,0,0.4064
422613,0,0.3668
423168,0,0.429
423376,0,0.3778
423418,0,0.3705
423564,0,0.418
424396,0,0.3692
424447,0,0.3746
424500,0,0.3752
424617,0,0.3673
424646,0,0.3495
424699,0,0.3696
424730,0,0.3982
424858,0,0.4064
425300,0,0.4089
425345,0,0.4689
425683,0,0.4322
425782,0,0.3456
426019,0,0.3629
426042,0,0.3667
426872,0,0.3819
426887,0,0.3414
427421,0,0.4273
427469,0,0.4008
427597,0,0.3824
427690,0,0.394
427774,0,0.362
427924,0,0.3722
428032,0,0.3627
428048,0,0.3449
428121,0,0.3408
428226,0,0.3735
428380,0,0.3616
428432,0,0.388
428786,0,0.4188
428870,0,0.3714
428872,0,0.3632
429173,0,0.3603
429234,0,0.4322
429249,0,0.371
429580,0,0.3846
430448,0,0.3675
430456,0,0.357
430509,0,0.3764
430767,0,0.3791
431038,0,0.4175
431039,0,0.416
431588,0,0.4017
431633,0,0.364
431657,0,0.3653
431742,0,0.366
432298,0,0.3672
432554,0,0.3954
432594,0,0.3896
432645,0,0.3792
432669,0,0.3511
432677,0,0.3827
433099,0,0.36
433101,0,0.3644
433470,0,0.3828
433494,0,0.3711
433663,0,0.343
433765,0,0.3532
433780,0,0.3886
434054,0,0.3992
434101,0,0.3696
434150,0,0.4045
434184,0,0.3548
434331,0,0.3635
434451,0,0.3705
434672,0,0.3604
435033,0,0.3693
435133,0,0.3455
435372,0,0.373
435450,0,0.3613
435511,0,0.4064
435537,0,0.376
435568,0,0.3618
435737,0,0.3635
435851,0,0.4273
435963,0,0.3782
436110,0,0.3592
436335,0,0.3832
436340,0,0.3775
436470,0,0.3913
436899,0,0.429
437117,0,0.367
437124,0,0.3778
437209,0,0.3725
437309,0,0.4092
437349,0,0.3809
437806,0,0.3704
437888,0,0.3478
437975,0,0.3742
437984,0,0.3818
438285,0,0.3824
438348,0,0.3762
438600,0,0.3617
438718,0,0.3515
438778,0,0.4155
439218,0,0.367
439249,0,0.3694
439388,0,0.4143
439398,0,0.3756
439480,0,0.3691
439551,0,0.4689
439659,0,0.4099
439746,0,0.3742
440066,0,0.3401
440267,0,0.363
440395,0,0.3695
440420,0,0.4153
441111,0,0.3986
441191,0,0.406
441327,0,0.3617
441348,0,0.3824
441466,0,0.4024
441482,0,0.373
441520,0,0.4443
441728,0,0.3787
441736,0,0.3676
442106,0,0.3657
442300,0,0.364
442647,0,0.4046
442709,0,0.3939
442762,0,0.3633
442800,0,0.4135
442960,0,0.3353
443124,0,0.4619
443291,0,0.3987
443511,0,0.384
444231,0,0.4013
444330,0,0.3733
444354,0,0.3833
444432,0,0.3839
444435,0,0.3692
444563,0,0.3665
444576,0,0.3716
444637,0,0.3676
444898,0,0.369
445053,0,0.4171
445248,0,0.376
445481,0,0.3531
445483,0,0.3509
445485,0,0.3711
